,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,outcome
10,-0.3133511722261868,0.12407428679133078,0.1521096230835717,1.0912318815562367,0.4737281958504168,-0.34206122377122344,-0.5208204506427095,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,normal,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,absent,distend_small,cloudy,yes,died
11,-0.3140592131268504,1.3925489903285955,0.1521096230835717,-0.003298855572994037,-1.2303135183493832,1.4620445563572895,-0.5020697362370312,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,more_1_liter,absent,distend_large,clear,yes,euthanized
12,-0.31306648078071164,-0.12962065391611674,2.9015481083848687,0.3615447234700829,0.8351915897715866,-0.5319670953636985,-0.550821593691795,0.19456012269007292,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,warm,normal,pale_pink,less_3_sec,alert,hypomotile,moderate,slight,less_1_liter,decreased,distend_small,serosanguious,no,lived
13,-0.3141580438359014,-0.256468124269845,-0.46651403610922015,-1.0978295927022248,0.06062717422622297,0.9872798773761019,-0.5245705935238452,0.38341138141858216,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,none,absent,distend_large,serosanguious,yes,lived
14,-0.3144633864743126,-0.256468124269845,1.5268288657342204,3.523522408510083,1.3515678668018292,-1.006731774344886,-0.31456259218024785,2.0830727099751667,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,none,slight,more_1_liter,absent,distend_small,serosanguious,yes,lived
15,-0.3143372666888819,0.12407428679133078,-1.2226096195670768,-0.368142434616071,-0.7139372413191407,-1.5764493891223113,-0.5583218794540662,0.19456012269007292,5.019291915428032,-0.07546531948629838,-0.040274806222011794,no,adult,warm,normal,pale_pink,less_3_sec,alert,hypermotile,none,slight,none,normal,distend_small,cloudy,no,lived
16,-0.3094842363489165,-0.5101630649773016,-0.6727219225068175,-0.8546005400068403,-1.2303135183493832,-1.196637645937361,2.010525994123866,-1.4421507862903418,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,normal_pink,less_3_sec,depressed,normal,none,none,more_1_liter,normal,distend_small,serosanguious,yes,euthanized
17,3.1979711626857914,0.7583116385599631,-0.26030614971162286,-0.368142434616071,0.06062717422622297,0.22765639100620172,-0.5245705935238452,0.005708863961563362,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cold,reduced,pale_cyanotic,less_3_sec,depressed,hypomotile,moderate,none,more_1_liter,absent,distend_large,serosanguious,no,lived
18,3.1901089585180054,-0.12962065391611674,0.5645253958787663,1.0912318815562367,0.31881531274134417,2.1267151069309524,-0.5470714508106592,0.19456012269007292,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,none,slight,more_1_liter,absent,distend_small,serosanguious,yes,died
19,3.204717464892427,-0.8907054760384773,-0.3290421118441553,0.3615447234700829,1.6097560053169502,-1.3865435175298362,-0.4870691647124885,0.761113898875601,0.6032724639534391,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,none,slight,less_1_liter,normal,normal,serosanguious,yes,died
20,-0.31036412467651203,-0.5101630649773016,-1.085137695302012,-0.8546005400068403,-1.2303135183493832,0.32260932680243926,1.185494560274019,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,normal_pink,less_3_sec,extreme_pain,hypomotile,none,slight,more_1_liter,absent,distend_large,clear,yes,euthanized
21,-0.3092460100875474,-0.8907054760384773,0.5645253958787663,-0.368142434616071,-1.2303135183493832,1.556997492153527,1.635511706010299,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,euthanized
22,-0.31417648240102286,-0.256468124269845,-0.46651403610922015,-1.0978295927022248,-0.7139372413191407,-0.5319670953636985,-0.5733224509786089,0.19456012269007292,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,absent,distend_small,serosanguious,yes,lived
23,-0.31316604903236744,0.6314641682062438,0.28958154734863656,-0.6113714873114556,1.3515678668018292,-1.4814964533260737,-0.5733224509786089,-0.434944073071625,0.6032724639534391,-0.07546531948629838,-0.040274806222011794,yes,young,warm,normal,pale_cyanotic,less_3_sec,depressed,hypermotile,slight,significant,less_1_liter,increased,normal,cloudy,yes,died
24,-0.3100300178765114,-0.12962065391611674,1.6986687710655513,1.0912318815562367,-1.2303135183493832,0.7024210699873894,1.6730131348216557,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,none,more_1_liter,absent,distend_large,serosanguious,no,euthanized
25,-0.31291528454671574,-0.763858005684749,0.5645253958787663,1.0912318815562367,0.06062717422622297,-0.437014159567461,-0.629574594195644,-0.3090432339192856,-0.11509663219876758,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,none,absent,distend_small,cloudy,yes,died
26,-0.3135303950791673,1.138854049621148,0.1521096230835717,1.0912318815562367,0.31881531274134417,0.8923269415798644,-0.4870691647124885,0.005708863961563362,0.0687278368217382,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,dark_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,decreased,normal,serosanguious,no,lived
27,-0.3128260418915279,-0.256468124269845,0.42705347161370144,-0.12491338192068635,-1.2303135183493832,-0.34206122377122344,-0.6033235940276942,-0.8126465905286439,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,absent,distend_small,serosanguious,yes,lived
28,-0.31419123325312004,1.5193964606823238,1.5268288657342204,0.11831567077469828,0.31881531274134417,-0.15215535217874837,-0.5283207364049809,0.06865928353773322,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,yes,adult,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,decreased,normal,serosanguious,no,euthanized
29,-0.31323759066503865,2.66102369386586,1.1831490550715582,0.3615447234700829,1.3515678668018292,-0.2471082879749859,-0.5208204506427095,0.761113898875601,-0.31640190658158374,-0.07546531948629838,-0.040274806222011794,no,young,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,none,absent,distend_small,serosanguious,yes,died
30,-0.3133511722261868,-0.763858005684749,-1.085137695302012,-0.12491338192068635,1.093379728286708,-0.057202416382510855,-0.5395711650483879,0.19456012269007292,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,no,adult,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,normal,firm,clear,no,lived
31,-0.31323759066503865,0.37776922749878733,-0.6727219225068175,0.6047737761654676,0.5770034512564653,-0.437014159567461,-0.4795688789502172,0.5093122205709216,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,no,adult,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,normal,serosanguious,yes,died
32,-0.31462417076217164,-0.256468124269845,1.6986687710655513,4.009980513900852,0.31881531274134417,2.22166804272719,-0.4870691647124885,0.5093122205709216,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,euthanized
33,-0.3128216166358988,-0.256468124269845,-0.5352499982417526,-0.368142434616071,-0.4557491028040195,-0.2471082879749859,-0.5208204506427095,-0.434944073071625,-0.11472861524377156,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,absent,distend_large,cloudy,yes,died
34,-0.3143424294871159,-1.271247887099653,0.5645253958787663,-0.368142434616071,0.06062717422622297,-1.7188787928166676,-0.5733224509786089,1.2647172554849593,-0.11472861524377156,-0.07546531948629838,-0.040274806222011794,yes,adult,cold,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,absent,distend_small,serosanguious,yes,lived
35,-0.31023210455024247,0.37776922749878733,0.014637698818506841,-0.8546005400068403,-1.2303135183493832,0.4175622625986768,1.7105145636330126,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,less_1_liter,absent,distend_large,clear,yes,lived
36,-0.31353850804782074,-1.271247887099653,-0.39777807397668774,-1.0978295927022248,1.3515678668018292,-0.057202416382510855,-0.5395711650483879,-0.434944073071625,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,absent,distend_large,cloudy,yes,lived
37,-0.3148845233016865,-0.763858005684749,0.42705347161370144,-0.6113714873114556,-0.7139372413191407,-0.15215535217874837,-0.5770725938597445,0.06865928353773322,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,absent,distend_small,serosanguious,yes,lived
38,-0.3141580438359014,-0.0027731835623884637,-0.39777807397668774,-0.368142434616071,-0.7139372413191407,-0.437014159567461,-0.5395711650483879,0.19456012269007292,-0.13239342908357993,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,normal,distend_large,cloudy,yes,lived
39,-0.31001674210962393,-0.12962065391611674,2.0767165627944797,2.30737714503316,-1.2303135183493832,-1.006731774344886,1.5980102771989424,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,none,slight,none,absent,distend_large,serosanguious,yes,euthanized
40,-0.3132147268442881,-1.3980953574533814,0.1521096230835717,-0.003298855572994037,0.31881531274134417,-1.8613081965110239,-0.5770725938597445,-0.24609281434311575,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,more_1_liter,absent,distend_small,serosanguious,yes,died
41,-0.3148845233016865,-0.5101630649773016,-0.9476657710369472,-0.368142434616071,0.680278706662514,-0.15215535217874837,-0.5320708792861165,0.25751054226624276,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,none,slight,more_1_liter,normal,distend_small,clear,yes,died
42,-0.3135303950791673,-0.763858005684749,0.1521096230835717,-0.003298855572994037,-1.7466897953796257,0.5125151983949143,-0.49831959335589554,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,yes,adult,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,none,more_1_liter,absent,distend_small,serosanguious,yes,lived
43,-0.3092548605988057,-0.256468124269845,1.7330367521318175,-0.8546005400068403,-1.2303135183493832,0.22765639100620172,1.635511706010299,-0.8126465905286439,-0.11546464915376359,7.154920217020956,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,slight,none,absent,distend_large,serosanguious,no,euthanized
44,-0.3148845233016865,1.138854049621148,1.3893569414691553,-0.732986013659148,0.4737281958504168,1.367091620561052,-0.5020697362370312,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,none,decreased,other,cloudy,yes,lived
45,-0.30955651552419255,-0.256468124269845,-0.8101938467718823,-0.9762150663545325,-1.2303135183493832,0.7024210699873894,1.635511706010299,-0.8126465905286439,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,no,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,none,less_1_liter,normal,normal,cloudy,no,lived
46,-0.31023210455024247,-1.271247887099653,-0.26030614971162286,-0.003298855572994037,-1.2303135183493832,0.9872798773761019,1.8230188500670825,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,more_1_liter,absent,distend_large,serosanguious,yes,lived
47,-0.3141580438359014,-0.12962065391611674,-0.46651403610922015,-1.0978295927022248,-0.4557491028040195,-0.5319670953636985,-0.5208204506427095,0.19456012269007292,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,increased,distend_large,cloudy,yes,lived
48,-0.3092696114509028,0.25092175714505904,0.014637698818506841,0.30073746029623677,-0.4557491028040195,0.03775051941372667,2.3855402822374328,-1.2532995275618324,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,absent,distend_small,cloudy,yes,euthanized
49,-0.31401496057055894,-0.6370105353310208,-1.085137695302012,-0.8546005400068403,0.06062717422622297,-1.3865435175298362,-0.5208204506427095,0.761113898875601,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,decreased,firm,serosanguious,yes,lived
50,-0.313791485161287,-0.6370105353310208,-0.6727219225068175,-1.0978295927022248,0.8351915897715866,-0.437014159567461,-0.5208204506427095,-1.1903491079856627,0.0687278368217382,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,increased,normal,serosanguious,yes,died
51,-0.3149177127189051,-0.763858005684749,0.9769411686739609,4.009980513900852,0.06062717422622297,0.22765639100620172,-0.5733224509786089,0.25751054226624276,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,no,adult,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,slight,more_1_liter,absent,distend_small,cloudy,no,euthanized
52,3.1979711626857914,-2.666570060990646,0.28958154734863656,0.6047737761654676,0.31881531274134417,-0.5319670953636985,-0.5208204506427095,1.2647172554849593,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,slight,none,more_1_liter,absent,distend_large,serosanguious,yes,died
53,-0.30955651552419255,-0.256468124269845,-1.4975534680972067,-0.8546005400068403,-1.2303135183493832,-1.196637645937361,2.010525994123866,-1.4421507862903418,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,normal,pale_pink,less_3_sec,severe_pain,absent,severe,significant,more_1_liter,decreased,distend_small,cloudy,no,euthanized
54,-0.3149582775621723,-0.763858005684749,0.5645253958787663,-0.732986013659148,0.31881531274134417,1.8418562995422396,-0.49831959335589554,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_red,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,lived
55,-0.31369781725047,-0.0027731835623884637,-0.8101938467718823,0.6047737761654676,1.6097560053169502,-0.2471082879749859,-0.5320708792861165,-0.4978944926477949,0.8220585436985657,-0.07546531948629838,-0.040274806222011794,no,adult,cool,normal,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,absent,distend_small,clear,no,lived
56,-0.31382762474892506,0.5046166978525156,-0.9476657710369472,-0.6113714873114556,0.680278706662514,-0.15215535217874837,-0.5320708792861165,1.07586599675645,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,normal,firm,clear,no,lived
57,-0.3141580438359014,-0.12962065391611674,-0.9476657710369472,4.009980513900852,0.008989546523198907,-0.626920031159936,-0.5733224509786089,0.19456012269007292,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,none,increased,distend_large,cloudy,yes,lived
58,-0.31022030386856475,-0.0027731835623884637,0.28958154734863656,-0.368142434616071,-1.2303135183493832,1.556997492153527,1.5980102771989424,-0.8126465905286439,0.06854382834424019,15.991484254852319,24.829418035870273,yes,adult,cool,reduced,bright_pink,less_3_sec,depressed,absent,moderate,none,none,absent,distend_large,serosanguious,yes,euthanized
59,-0.313895478668572,-0.6370105353310208,0.5645253958787663,-0.003298855572994037,-0.19756096428889824,1.556997492153527,2.010525994123866,-0.8126465905286439,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,no,adult,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,severe,significant,less_1_liter,absent,distend_large,serosanguious,yes,died
60,-0.30909923910918063,-1.271247887099653,0.014637698818506841,0.3615447234700829,-1.2303135183493832,0.03775051941372667,1.4480045619535158,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,absent,distend_small,serosanguious,yes,euthanized
61,-0.3148845233016865,-0.12962065391611674,-0.9476657710369472,-0.368142434616071,1.3515678668018292,0.4175622625986768,-0.5208204506427095,-0.434944073071625,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,normal,pale_pink,less_3_sec,severe_pain,hypomotile,none,slight,more_1_liter,normal,distend_small,cloudy,yes,died
62,-0.31020924072949185,-0.12962065391611674,0.014637698818506841,1.2736536710777753,-1.2303135183493832,0.4175622625986768,2.2730359958033626,-0.8126465905286439,0.6213052947482436,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_pink,less_3_sec,depressed,absent,none,slight,more_1_liter,absent,normal,serosanguious,yes,lived
63,-0.31810979711273035,-0.256468124269845,0.1521096230835717,-0.368142434616071,0.06062717422622297,-1.2915905817335986,-0.5545717365729306,0.38341138141858216,-0.13202541212858393,-0.07546531948629838,-0.040274806222011794,yes,adult,warm,reduced,pale_pink,more_3_sec,mild_pain,absent,moderate,slight,less_1_liter,normal,distend_large,clear,yes,lived
64,-0.31008312094406115,-0.8907054760384773,-0.46651403610922015,-1.0370223295283787,0.31881531274134417,-0.9117788385486486,-0.6333247370767795,-2.00870456247587,1.3416984841529283,-0.07546531948629838,-0.040274806222011794,yes,young,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,decreased,distend_small,serosanguious,yes,lived
65,-0.31003739330255997,-1.271247887099653,-1.085137695302012,-0.368142434616071,-1.7466897953796257,-0.7218729669561735,2.010525994123866,-1.4421507862903418,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,no,adult,normal,normal,normal_pink,less_3_sec,severe_pain,hypomotile,slight,none,more_1_liter,normal,distend_small,clear,no,lived
66,3.1979173220756367,1.2657015199748762,2.9015481083848687,-0.368142434616071,0.31881531274134417,2.1267151069309524,-0.5695723080974733,-0.05724155561460621,0.0689118452992362,-0.07546531948629838,-0.040274806222011794,yes,young,cold,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,slight,none,more_1_liter,absent,distend_small,serosanguious,yes,died
67,-0.31370666776172834,0.25092175714505904,-1.085137695302012,-0.12491338192068635,1.3515678668018292,-0.057202416382510855,-0.49831959335589554,-1.1273986884094929,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,no,adult,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,slight,decreased,other,cloudy,no,lived
68,-0.30946063498556103,-0.5101630649773016,-0.9476657710369472,-0.8546005400068403,-1.2303135183493832,-0.34206122377122344,2.2355345669920057,-0.8126465905286439,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,reduced,normal_pink,less_3_sec,depressed,absent,none,slight,more_1_liter,absent,distend_small,clear,yes,lived
69,-0.30955872815200713,0.5046166978525156,1.3893569414691553,-0.8546005400068403,-1.2303135183493832,0.7024210699873894,1.523007419576229,-0.8126465905286439,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,none,less_1_liter,absent,distend_large,serosanguious,yes,euthanized
70,3.2044401488730005,-0.12962065391611674,0.9769411686739609,1.0912318815562367,-1.2303135183493832,0.22765639100620172,-0.5770725938597445,-0.8126465905286439,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,no,adult,cold,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,none,none,decreased,distend_large,serosanguious,yes,lived
71,-0.31013401138379637,-0.256468124269845,-0.9476657710369472,-0.368142434616071,-1.2303135183493832,0.7024210699873894,2.2730359958033626,-0.8126465905286439,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,slight,more_1_liter,decreased,distend_small,serosanguious,yes,euthanized
72,-0.31005214415465715,-1.271247887099653,0.28958154734863656,-0.6113714873114556,-1.2303135183493832,1.4620445563572895,2.2730359958033626,-0.8126465905286439,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,absent,distend_large,serosanguious,no,euthanized
73,-0.31333273366106534,-0.5101630649773016,-1.7037613544948038,-1.0978295927022248,1.093379728286708,-0.34206122377122344,-0.5583218794540662,0.6981634792994315,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,yes,adult,normal,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,absent,distend_large,serosanguious,yes,died
74,3.2028957346584277,1.2657015199748762,0.7019973201438311,-0.368142434616071,-0.7139372413191407,0.9872798773761019,-0.5208204506427095,-0.1831423947669459,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,none,absent,distend_small,serosanguious,yes,died
75,-0.31353850804782074,-0.0027731835623884637,-0.46651403610922015,-0.8546005400068403,-0.7139372413191407,-1.2915905817335986,-0.5545717365729306,0.06865928353773322,5.019291915428032,-0.07546531948629838,-0.040274806222011794,yes,adult,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,none,absent,distend_large,serosanguious,yes,died
76,-0.31350974388623126,-0.8907054760384773,0.28958154734863656,-0.368142434616071,-0.19756096428889824,1.8418562995422396,-0.4945694504747599,1.07586599675645,-0.13276144603857595,15.996648815949824,-0.040274806222011794,no,adult,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,less_1_liter,normal,distend_small,cloudy,no,lived
77,3.1901089585180054,-1.271247887099653,-0.5352499982417526,-0.12491338192068635,0.5770034512564653,0.4175622625986768,-0.5133201648804382,0.005708863961563362,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,yes,young,warm,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,normal,distend_small,cloudy,yes,died
